sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd,ma_ngoai_ngu
16016338,,6.0,,,,,4.25,6.25,,
16016339,7.2,7.75,,8.25,,,,,,
16016340,,7.0,,,,,7.5,8.25,,
16016341,7.8,,,8.75,8.5,,,,,
16016342,8.6,8.0,,,,,10.0,9.0,,
16016343,,5.0,,,,,3.75,5.5,,
16016344,6.8,6.0,2.4,,,,6.25,7.75,9.5,N1
16016345,,5.0,,,,,5.5,7.5,,
16016346,5.6,5.25,2.2,,,,5.0,7.25,,N1
16016348,8.2,,7.6,7.25,,,,,,N1
16016349,3.0,4.25,,,,,4.0,5.5,,
16016350,6.8,,,4.5,6.5,,,,,
16016351,8.0,,,,9.0,9.0,,,,
16016352,2.2,4.0,,,,,3.25,4.5,,
16016353,8.0,,6.0,7.75,,,,,,N1
16016354,,6.25,,,,,6.5,8.5,,
16016355,,7.75,,,,,,,,
16016356,7.8,7.5,3.8,,,,7.75,9.25,,N1
16016357,8.8,,,7.5,7.25,,,,,
16016358,6.8,7.75,5.4,,,,,,,N1
16016359,,5.75,,,,,7.25,8.75,,
16016360,,5.5,,,,,5.5,7.25,,
16016361,,7.75,,,,,9.25,8.75,,
16016362,,7.5,,,,,9.0,8.75,,
16016363,7.4,6.75,5.4,,,,,8.25,,N1
16016364,6.8,,,6.75,6.5,,,,,
16016365,8.2,,7.8,7.25,,,,,,N1
16016367,8.0,7.75,6.4,,,,,,,N1
16016368,,5.75,,,,,7.5,8.25,,
16016369,,6.0,,,,,6.75,7.0,,
16016370,,5.75,,,,,5.0,5.25,,
16016371,6.4,6.0,4.6,,,,6.25,6.0,7.25,N1
16016372,4.8,6.5,3.0,,,,8.25,7.25,8.5,N1
16016373,,6.5,,,,,8.0,8.75,,
16016374,9.0,9.0,7.0,,,,,,,N1
16016376,7.8,,,8.5,6.0,,,,,
16016377,,6.0,,,,,5.75,8.0,7.25,
16016378,,4.5,,,,,4.75,5.75,,
16016379,,6.5,,,,,8.25,8.5,,
16016380,,4.5,,,,,6.5,7.0,,
16016382,,7.5,,,,,,,,
16016384,7.2,6.5,,,,,7.75,9.0,,
16016385,7.4,8.0,,,,,8.5,7.5,,
16016386,,4.5,,,,,4.25,8.0,,
16016388,6.8,5.75,,,,,6.5,8.25,,
16016389,,8.5,,,,,8.75,9.25,,
16016390,7.4,8.0,5.8,,,,,,,N1
16016392,7.8,,,6.25,6.25,4.5,,,,
16016393,8.2,7.25,7.0,,,,,,,N1
16016394,8.6,6.25,5.4,,,,,8.75,,N1
16016395,8.4,,5.6,,8.25,,,,,N1
16016396,,4.75,,,,,8.75,9.0,,
16016397,8.4,6.25,,7.75,7.75,,,,,
16016398,,7.75,,,,,10.0,9.0,,
16016399,8.0,8.75,6.4,,,,,,,N1
16016400,,7.0,,,,,9.25,9.25,,
16016402,5.6,8.5,4.2,,,,8.0,8.0,9.0,N1
16016403,7.4,8.0,7.8,,,,,8.25,,N1
16016404,7.4,,6.4,7.75,,,,,,N1
16016405,,5.5,,,,,6.75,7.75,,
16016406,5.4,,,2.5,3.0,,,,,
16016407,9.0,8.25,8.0,,,,,,,N1
16016408,7.4,8.25,,,,,,5.5,,
16016409,2.6,5.0,,,,,4.5,5.0,,
16016410,,6.5,,,,,8.75,9.25,,
16016411,,5.25,,,,,6.0,7.25,,
16016412,7.2,8.25,7.2,,,,6.5,8.0,8.0,N1
16016413,5.6,7.0,2.8,,,,4.25,6.5,7.75,N1
16016414,2.4,2.5,,,,,2.5,2.5,,
16016416,,5.75,,,,,8.25,8.0,,
16016417,,3.25,,,,,4.0,4.75,,
16016418,8.0,7.0,6.6,,,,,,,N1
16016419,,6.5,,,,,8.75,8.75,,
16016420,8.6,,,7.25,6.25,,,,,
16016421,,4.75,,,,,7.0,8.0,,
16016422,7.6,6.5,6.0,,,,,,,N1
16016423,7.8,7.25,7.2,,,,,,,N1
16016424,2.8,4.25,,2.75,,2.5,,,,
16016425,,7.0,,,,,7.75,7.75,,
16016426,,8.0,,,,,9.25,9.5,8.75,
16016427,7.4,,,7.25,7.0,,,,,
16016428,,4.0,,,,,4.25,6.5,,
16016429,8.2,,,,9.0,8.75,,,,
16016430,8.0,,,7.25,5.0,,,,,
16016431,8.4,7.0,7.2,,,,,,,N1
16016432,7.4,7.75,,,,,9.0,9.0,9.25,
16016433,,4.75,,,,,6.0,6.75,,
16016434,9.2,,,9.25,8.75,,,,,
16016435,8.6,,6.6,7.5,,,,,,N1
16016436,5.4,5.0,,,,,4.5,4.75,,
16016437,8.8,7.75,8.4,,,,,,,N1
16016438,8.8,6.25,4.2,8.75,8.0,6.75,,,,N1
16016439,,5.5,,,,,8.25,6.75,,
16016440,,7.25,,,,,8.5,9.25,8.5,
16016441,8.8,,,,8.75,9.25,,,,
16016442,,3.5,,,,,6.5,6.75,,
16016443,,6.5,,,,,8.75,8.5,,
16016444,,5.75,,,,,9.0,9.5,9.5,
16016445,7.6,,,,9.0,8.75,,,,
16016446,,6.75,,,,,8.75,8.75,,
16016447,7.6,,,6.0,4.5,6.25,,,,
16016448,,8.5,,,,,9.75,9.5,,
16016449,7.0,8.0,,6.5,7.25,,,,,
16016450,,5.0,,,,,4.25,6.25,,
16016451,8.4,8.75,,,,,9.75,10.0,,
16016452,7.6,8.5,6.2,,,,,9.75,,N1
16016453,,5.5,,,,,9.75,9.75,,
16016455,7.8,7.5,6.0,,,,,,,N1
16016456,5.6,5.5,,,,,5.0,7.25,,
16016457,7.2,8.75,7.0,,,,,,,N1
16016458,,7.75,7.2,,,,,,,N1
16016459,8.2,8.0,,,,,,,,
16016460,6.4,6.75,5.6,,,,,,,N1
16016461,,6.75,,,,,8.5,9.5,,
16016462,8.6,,,7.25,8.0,,,,,
16016463,8.0,8.25,5.8,,,,,,,N1
16016464,2.4,3.0,,,,,4.5,5.5,,
16016465,8.4,,7.6,7.75,,6.25,,,,N1
16016466,,5.25,,,,,8.5,8.25,,
16016467,5.8,7.25,6.8,,,,,,,N1
16016468,,5.0,,,,,6.75,9.25,,
16016469,,4.0,,,,,6.25,8.25,,
16016471,,6.75,,,,,7.25,7.75,,
16016472,7.8,7.0,5.8,,,,,,,N1
16016473,,8.75,,,,,9.0,9.25,,
16016475,,3.0,,,,,4.0,6.75,5.5,
16016476,,4.75,,,,,3.5,6.25,,
16016477,2.8,3.75,,,,,3.0,4.25,,
16016478,,5.25,,,,,6.0,6.75,,
16016479,,5.5,,,,,7.5,7.25,,
16016480,,6.25,,,,,8.0,8.75,,
16016481,7.4,,,7.0,7.0,2.75,,,,
16016482,,6.75,,,,,6.75,6.75,,
16016483,,8.75,7.6,,,,9.5,9.5,9.0,N1
16016484,8.2,,,7.25,7.5,,,,,
16016486,7.6,8.0,8.2,,,,5.5,,,N1
16016487,8.6,8.75,8.0,,,,,,,N1
16016488,9.0,,6.4,9.5,2.75,2.75,,,,N1
16016489,,6.0,,,,,6.5,7.25,,
16016490,,5.25,,,,,6.0,5.75,,
16016491,,6.5,,,,,6.25,7.25,,
16016492,8.4,8.0,5.6,,,,,,,N1
16016493,,7.25,,,,,9.5,8.75,9.25,
16016494,8.4,7.0,6.2,,,,,,,N1
16016495,7.8,7.0,,,,,,8.75,9.5,
16016496,,2.75,,,,,5.25,4.75,,
16016497,8.6,,8.4,8.5,,,,,,N1
16016498,6.0,7.75,6.2,,,,,,,N1
16016499,,8.75,,,,,,,,
16016501,8.8,8.0,6.6,,,,5.5,,,N1
16016502,,6.75,,,,,4.0,7.25,,
16016503,7.4,6.5,,,,,7.25,,,
16016504,,7.75,,,,,9.5,9.75,,
16016505,,8.75,,,,,8.5,8.5,,
16016506,7.2,7.5,7.6,,,,,,9.5,N1
16016507,6.2,6.75,5.2,,,,5.25,3.75,6.75,N1
16016508,,5.5,,,,,6.75,8.0,,
16016509,8.0,7.0,6.4,7.5,,,,,,N1
16016510,7.8,,,8.0,7.5,3.0,,,,
16016511,,5.5,,,,,8.5,7.25,,
16016513,8.4,,8.2,6.0,9.5,8.75,,,,N1
16016514,8.0,5.75,4.0,,,,,,8.25,N1
16016515,,6.75,,,,,3.75,5.75,,
16016516,7.4,8.25,,,,,,,9.25,
16016517,,7.0,,,,,9.0,7.5,,
16016518,,6.5,,,,,3.0,6.5,7.75,
16016520,,7.75,,,,,5.75,8.25,,
16016521,6.4,,,4.5,3.75,,,,,
16016522,,5.75,,,,,6.0,7.5,,
16016523,8.4,,7.2,8.25,,,,,,N1
16016524,,6.0,,,,,8.5,8.5,7.75,
16016525,8.2,,,6.75,5.75,,,,,
16016526,,3.25,,,,,4.0,4.5,,
16016527,,6.0,,,,,7.0,7.25,,
16016529,,6.5,,,,,7.0,6.25,,
16016531,,4.75,,,,,2.5,6.5,,
16016532,,6.0,,,,,6.5,7.75,,
16016533,7.2,,,5.0,4.5,,,,,
16016534,,7.5,,,,,9.5,9.25,,
16016535,,7.0,,,,,8.5,8.75,,
16016536,,7.5,,,,,7.0,,,
16016537,,6.5,,,,,6.0,7.75,,
16016538,5.6,7.5,,,,,8.5,9.0,8.25,
16016539,,8.5,,,,,9.25,9.0,,
16016540,,8.25,,,,,9.5,9.25,8.5,
16016541,7.4,7.5,,,,,9.25,,,
16016542,,4.5,,,,,8.0,8.5,,
16016543,7.4,,,4.0,6.75,,,,,
16016544,,7.5,,,,,7.25,9.25,,
16016545,,8.0,,,,,7.25,8.25,,
16016546,8.2,,,5.75,7.25,5.75,,,,
16016547,,5.5,,,,,5.75,6.0,,
16016548,,4.5,,,,,3.75,6.25,,
16016549,,6.75,,,,,7.25,7.25,,
16016550,,5.25,,,,,6.0,7.5,,
16016551,7.6,,5.8,6.25,,,,,,N1
16016552,,6.0,,,,,6.25,8.25,,
16016553,7.8,7.75,,9.0,3.5,,,,,
16016554,,3.5,,,,,3.75,7.0,,
16016555,,5.25,,,,,6.0,3.75,,
16016556,3.6,6.5,3.4,,,,5.0,7.75,7.25,N1
16016557,8.0,,6.4,7.0,,,,,,N1
16016558,,5.75,,,,,4.75,7.75,,
16016559,,3.75,,,,,7.25,8.0,,
16016560,,6.25,,,,,9.25,9.0,,
16016561,,5.25,,,,,8.0,8.25,,
16016562,,6.0,,,,,5.0,6.0,,
16016563,9.4,,8.8,9.75,4.0,,,,,N1
16016564,2.4,6.5,,,,,6.25,8.5,,
16016565,,8.5,,,,,8.5,8.75,,
16016566,7.0,8.5,,,,,,9.25,10.0,
16016567,6.8,8.5,5.2,,,,9.25,9.25,9.5,N1
16016569,7.0,7.25,,,,,8.5,8.75,8.75,
16016570,6.8,8.25,8.4,,,,9.25,9.25,,N1
16016571,,6.25,,,,,9.25,9.75,,
16016572,,6.0,,,,,9.25,8.5,,
16016573,4.4,8.25,6.6,,,,8.75,8.75,9.0,N1
16016574,7.8,7.0,6.8,,,,7.0,8.25,9.0,N1
16016575,,3.75,,,,,4.5,6.75,,
16016576,8.2,8.0,,,,,10.0,10.0,9.25,
16016577,,7.25,,,,,9.75,9.5,,
16016578,,7.5,,,,,9.75,9.0,,
16016579,,7.75,,,,,10.0,10.0,,
16016580,,4.5,,,,,3.75,4.75,6.25,
16016581,,6.0,,,,,8.25,6.75,,
16016582,3.2,7.0,3.4,,,,6.75,8.75,8.0,N1
16016583,8.0,8.5,,8.0,7.25,,,,,
16016584,8.2,9.0,7.4,,,,,,,N1
16016585,,6.75,,,,,6.25,8.25,,
16016586,8.6,,,7.75,7.5,,,,,
16016587,,2.25,,,,,4.25,4.25,,
16016588,,3.75,,,,,2.75,6.75,,
16016589,,6.75,,,,,7.75,9.5,,
16016590,,3.5,,,,,4.0,6.0,,
16016591,,5.0,,,,,6.25,8.0,,
16016592,7.8,7.25,,,,,9.75,9.75,,
16016593,,3.0,,,,,4.75,5.0,,
16016594,7.6,3.0,4.6,,,,,9.5,9.25,N1
16016595,3.0,4.25,,,,,5.0,7.25,,
16016596,,2.5,,,,,4.75,6.75,,
16016597,8.2,,,7.25,5.0,,,,,
16016598,8.4,,,9.5,8.75,5.25,,,,
16016599,,5.5,,,,,5.0,5.75,,
16016600,,6.5,,,,,7.5,9.0,,
16016601,,4.75,,,,,7.25,9.0,9.0,
16016602,7.2,7.5,,,,,8.5,8.75,,
16016603,7.2,8.0,,,,,8.25,8.5,,
16016604,2.4,4.25,,,,,2.0,3.5,,
16016606,8.0,6.75,,,,,9.25,9.5,,
16016607,8.2,7.0,,,,,9.5,,,
16016608,,4.75,,,,,6.0,7.25,,
16016609,,4.5,,,,,4.0,5.0,,
16016610,7.8,,,,8.0,7.5,,,,
16016611,,6.0,,,,,8.5,7.25,,
16016612,2.4,3.5,,,,,2.75,5.5,,
16016613,9.0,7.5,,,,,9.5,,,
16016614,8.8,,6.2,7.25,,,,,,N1
16016615,3.2,3.0,,,,,4.0,5.5,,
16016616,6.0,6.75,3.2,,,,5.75,7.75,8.75,N1
16016617,7.4,,,8.0,7.75,,,,,
16016618,8.0,8.25,,,,,,,,
17012801,7.8,9.0,6.4,,,,,,,N1
17012802,,8.75,,,,,9.25,10.0,,
17012803,,5.5,,,,,4.75,5.25,,
17012804,9.2,,,3.75,2.0,1.75,,,,
17012805,,7.5,,,,,7.25,8.5,,
17012806,,7.75,,,,,7.5,8.0,,
17012807,5.6,8.0,,,,,5.0,7.0,,
17012808,,4.5,,,,,4.5,6.75,,
17012809,,2.75,,,,,6.25,7.5,,
17012810,7.4,4.5,7.4,,,,,8.5,,N1
17012811,,6.5,,,,,3.75,6.25,,
17012812,8.2,8.25,6.4,,6.75,,,,,N1
17012813,4.4,4.0,,,,,2.5,5.0,,
17012814,8.2,,4.6,4.0,,7.0,,,,N1
17012815,5.2,5.0,6.2,,,,4.5,5.5,7.5,N1
17012816,4.8,9.25,4.4,,,,,,,N1
17012817,8.4,9.25,,,,,9.5,9.75,,
17012818,,5.0,,,,,5.0,7.25,8.5,
17012819,3.6,3.5,,,,,4.0,5.5,,
17012820,,7.0,,,,,4.75,6.0,,
17012821,,8.5,4.2,,,,8.25,,,N1
17012822,2.6,6.75,,,,,4.25,5.25,,
17012824,7.8,,,8.75,6.75,,,,,
17012825,,8.25,8.0,,,,,,,N1
17012826,6.8,,,7.75,7.0,,,,,
17012827,6.4,,,,4.0,5.75,,,,
17012828,7.8,8.5,8.8,,,,,,,N1
17012830,0.8,1.25,,,,,3.25,2.75,,
17012831,,8.5,2.8,,,,8.75,9.5,8.0,N1
17012833,,7.0,,,,,4.5,7.75,,
17012834,,8.25,,,,,7.5,8.5,,
17012835,3.0,,,,,,6.5,8.0,8.0,
17012837,,5.25,,,,,4.0,6.0,,
17012838,2.2,1.25,,,,,3.5,3.75,,
17012839,2.4,3.5,,,,,2.75,4.75,8.25,
17012840,8.0,8.5,7.6,,,,,,,N1
17012841,,5.75,,,,,6.5,7.25,,
17012842,,9.0,,,,,,,,
17012843,4.2,7.5,8.0,,,,7.25,7.5,8.5,N1
17012844,,8.5,,,,,2.5,6.75,6.25,
17012845,2.6,3.25,,,,,4.75,6.5,,
17012846,,0.75,,,,,2.0,4.0,,
17012848,8.4,8.75,7.4,,,,,,,N1
17012849,7.0,,,5.5,3.75,,,,,
17012850,,7.0,,,,,5.0,7.0,,
17012851,7.4,2.25,4.4,,,,,,,N1
17012852,8.0,8.0,6.4,,,,,,,N4
17012853,,5.0,,,,,3.75,5.75,,
17012854,7.4,8.75,,,,,7.75,,,
17012855,8.6,,4.8,7.5,8.25,3.25,,,,N1
17012856,2.2,2.75,,,,,3.25,3.25,,
17012857,7.8,8.0,6.6,,,,,,,N4
17012858,,4.5,,,,,7.25,9.0,,
17012859,,9.0,,,,,,,,
17012860,2.0,2.25,4.0,,,,5.0,4.5,5.75,N1
17012861,5.6,4.75,,,,,5.25,8.0,,
17012862,2.8,3.0,,,,,4.5,4.75,,
17012863,3.6,5.25,,,,,3.5,6.0,6.0,
17012864,9.0,8.5,5.0,,,,,,,N1
17012866,,3.25,,,,,6.5,6.25,,
17012867,,2.0,2.4,,,,3.25,2.0,6.0,N1
17012869,,4.25,,,,,6.0,5.75,,
17012870,8.4,8.0,7.6,6.75,4.0,7.25,,,,N1
17012871,,,,2.0,5.25,,,,,
17012873,,7.6,,,,,8.5,7.5,,
17012874,,7.75,,,,,5.5,8.25,,
17012876,,8.0,,,,,9.25,9.25,,
17012877,,7.5,,,,,5.75,7.0,8.5,
17012878,,4.25,,,,,4.25,3.5,6.75,
17012879,9.0,8.75,8.0,8.25,,,,,,N1
17012880,,1.25,,,,,,,,
17012881,8.4,8.5,6.4,,,,,,,N5
17012882,8.6,,6.2,6.75,,,,,,N1
17012883,,1.25,,,,,4.5,6.0,,
17012885,7.4,,3.0,4.25,,,,,,N1
17012886,8.0,,,5.0,8.0,,,,,
17012887,3.0,1.75,,,,,2.25,1.5,,
17012888,7.2,7.5,,,,,9.0,,,
17012889,6.6,,6.4,4.25,,,,,,N1
17012891,,8.25,,,,,,,,
17012892,8.0,8.0,,,,,10.0,9.25,9.5,
17012893,6.2,,4.0,4.75,4.5,5.25,,,,N1
17012894,,8.5,,,,,9.25,9.25,,
17012895,,9.25,6.6,,,,9.25,9.75,,N1
17012896,,,1.6,,,,3.75,2.0,4.25,N1
17012897,,5.25,,,,,5.5,6.75,,
17012898,6.8,,5.4,5.75,,,,,,N1
17012899,2.8,3.4,,,,,3.0,2.75,,
17012900,,8.0,,,,,10.0,9.75,,
17012901,3.0,1.25,2.8,,,,1.0,3.0,5.25,N1
17012902,,9.25,,,,,9.0,9.0,,
17012903,,7.75,,,,,9.5,9.25,,
17012904,7.0,9.25,4.4,,,,,,,N1
17012905,6.8,8.75,7.6,,,,,,,N1
17012906,,7.0,,,,,8.5,8.75,,
17012907,7.4,8.25,6.6,,,,,,,N1
17012908,7.8,7.75,7.6,6.75,3.75,4.75,,,,N1
17012909,6.2,7.0,6.0,,,,,,,N1
17012910,,9.25,,,,,,,,
17012911,7.0,8.25,7.6,,,,,,,N1
17012912,8.6,,7.6,7.5,4.0,7.25,,,,N1
17012913,,6.5,,,,,9.0,9.25,,
17012914,6.4,6.75,3.6,,,,5.75,7.75,,N1
17012915,6.8,,,3.75,6.25,,,,,
17012916,8.2,8.25,,,,,9.25,,,
17012917,3.2,4.0,2.0,,,,6.0,3.75,6.0,N1
17012918,,8.25,,,,,6.5,8.5,,
17012919,5.2,3.5,2.6,,,,5.25,6.5,6.0,N1
17012920,5.2,,,3.0,3.25,,,,,
17012921,,3.5,,,,,5.25,8.0,,
17012922,,7.5,,,,,,,,
17012923,4.4,5.5,3.8,,,,,,,N1
17012924,,8.25,6.4,,,,5.0,8.0,7.75,N1
17012925,8.6,9.5,8.2,,,,,,,N1
17012926,5.2,8.5,,,,,8.5,9.25,,
17012927,,2.75,,,,,6.75,8.5,,
17012928,6.8,,,6.25,5.0,,,,,
17012930,3.8,3.0,3.0,,,,3.25,6.5,6.0,N1
17012931,7.4,,7.4,4.25,,,,,,N1
17012932,3.4,1.75,,,,,4.5,,,
17012933,4.6,4.0,2.8,,,,3.0,4.25,6.5,N1
17012934,,2.0,,,,,4.0,7.25,7.25,
17012935,,5.75,,,,,5.75,5.75,,
17012936,,5.5,,,,,9.0,7.75,,
17012937,,2.5,,,,,6.75,3.25,,
17012938,2.6,3.5,,,,,3.5,4.5,,
17012939,,7.75,,,,,8.25,8.75,,
17012940,5.2,4.5,4.6,,,,6.25,6.75,8.25,N1
17012941,,5.5,,,,,5.25,6.0,8.0,
17012942,7.4,,,,8.75,8.5,,,,
17012943,8.0,8.0,6.0,,,,,,,N1
17012944,,6.0,,,,,4.75,5.75,9.5,
17012945,,8.5,,,,,,,,
17012947,,3.0,,,,,3.25,4.0,,
17012948,5.6,4.25,,,,,6.75,,,
17012949,,9.0,,,,,,,,
17012950,6.8,9.0,5.4,,,,7.0,7.25,9.25,N1
17012951,,5.0,4.8,,,,4.25,,,N1
17012953,6.0,6.75,6.4,,,,,6.75,,N1
17012954,7.6,8.25,7.2,,,,7.75,8.5,,N1
17012955,,9.0,,,,,6.25,7.5,7.5,
17012956,6.2,7.0,,,,,4.0,5.25,,
17012957,5.4,7.0,,,,,6.0,7.0,,
17012958,,3.5,,,,,4.25,6.75,,
17012959,7.4,7.0,6.2,,,,5.25,5.0,7.75,N1
17012960,,6.0,,,,,6.5,6.25,,
17012961,,5.0,,,,,7.25,8.0,,
17012962,8.2,,8.4,7.0,,,,,,N1
17012963,2.2,2.5,,,,,2.75,2.25,,
17012964,2.0,5.5,,,,,1.75,2.5,,
17012966,,4.0,,,,,5.25,7.0,,
17012967,7.0,8.0,7.2,,,,6.75,8.0,9.0,N1
17012968,8.6,8.75,,,,,,,,
17012969,,4.25,,,,,4.25,6.0,,
17012970,6.8,6.25,,,,,6.75,7.5,,
17012971,,8.0,,,,,6.25,6.75,,
17012972,,8.75,,,,,8.5,8.5,7.25,
17012973,6.4,8.25,4.4,,,,,,,N1
17012974,7.2,9.0,6.6,,,,,,,N1
17012975,,7.5,,,,,9.25,9.5,,
17012976,7.6,8.75,7.0,,,,,,,N1
17012977,7.8,8.75,6.0,,,,,,,N1
17012978,,6.5,,,,,,,,
17012979,,9.0,,,,,8.75,9.0,9.25,
17012980,7.0,8.75,4.8,,,,,,,N1
17012982,4.4,7.75,,,,,5.5,8.75,8.0,
17012983,7.6,,,7.0,7.0,,,,,
17012984,,8.5,,,,,4.75,9.0,8.75,
17012985,8.6,9.25,7.0,,,,,,,N1
17012986,3.4,4.75,,,,,4.5,4.75,,
17012987,8.4,,8.0,8.0,,,,,,N1
17012988,,5.0,,,,,5.0,7.25,,
17012991,8.8,7.75,7.0,,,,,,,N1
17012992,,4.0,,,,,5.25,5.75,,
17012993,,5.5,,,,,6.0,7.5,8.0,
17012994,,7.5,,,,,,,,
17012995,,9.5,5.8,,,,7.25,9.0,8.25,N1
17012996,6.4,6.5,,,,,5.25,,,
17012998,2.2,4.5,,,,,3.0,3.75,,
17013000,,8.0,,,,,9.5,9.0,,
17013001,7.4,7.0,4.6,,,,9.5,8.75,,N4
17013002,3.2,,,3.0,2.5,,,,,
17013003,4.2,6.0,,,,,7.5,8.0,,
17013004,4.6,6.0,,,,,7.0,,,
17013005,,3.75,,,,,4.75,6.75,,
17013007,8.4,6.5,6.4,,,5.0,,,,N1
17013008,2.6,2.5,,,,,2.25,4.25,,
17013009,,2.0,,,,,5.75,3.5,6.25,
17013011,,9.0,,,,,9.0,8.5,8.0,
17013012,,4.5,,,,,9.25,9.75,9.0,
17013013,2.6,3.0,,,,,2.75,3.0,,
17013014,,5.75,,,,,6.75,7.0,,
17013015,2.8,2.25,3.0,,,,1.5,6.5,6.25,N1
17013016,,7.25,,,,,,,,
17013017,,6.25,,,,,4.5,4.75,,
17013018,2.4,2.0,,,,,,6.0,,
17013019,7.4,9.0,5.6,,,,,7.75,,N1
17013020,,9.0,,,,,8.0,8.25,8.5,
17013021,7.8,7.75,,,,,7.75,,,
17013023,,8.25,,,,,,,,
17013024,,9.0,,,,,4.75,6.25,,
17013025,2.6,1.5,,,,,2.25,4.5,,
17013026,,8.0,,,,,6.75,7.25,,
17013027,7.8,,,7.75,7.75,,,,,
17013028,,8.0,,,,,7.5,8.75,,
17013029,,6.25,,,,,4.0,7.5,,
17013030,,8.25,,,,,7.5,5.75,,
17013031,7.6,,4.8,7.5,,,,,,N1
17013032,,9.0,,,,,7.25,8.25,,
17013033,,7.25,8.4,,,,9.0,,,N1
17013034,2.8,4.25,,,,,3.0,7.0,,
17013035,1.8,,,2.75,2.75,,,,,
17013036,1.6,4.5,,,,,1.75,2.25,,
17013037,3.8,5.25,4.2,,,,4.25,4.5,7.25,N1
17013038,6.4,,,,4.75,6.75,,,,
17013039,6.6,,,7.25,4.0,,,,,
17013041,,2.25,,,,,6.5,6.75,8.0,
17013042,5.8,7.75,6.2,,,,,,,N1
17013043,6.6,8.75,,,,,8.75,8.5,,
17013044,7.2,7.75,,,,,6.5,7.5,,
17013045,2.8,2.75,,,,,3.75,6.0,,
17013046,,7.75,,,,,9.0,8.25,,
17013047,,3.5,,,,,2.5,5.75,,
17013049,3.4,3.75,2.2,,,,4.0,5.25,6.0,N1
17013050,7.6,,,6.0,4.5,,,,,
17013051,2.4,2.5,3.4,,,,3.5,5.0,7.25,N1
17013052,,2.75,,,,,4.75,4.25,,
17013054,8.0,,,8.75,8.0,4.25,,,,
17013055,5.2,4.5,3.2,,,,5.25,4.0,8.75,N1
17013056,7.6,,,4.5,7.75,,,,,
17013057,5.2,5.5,5.4,,,,6.25,7.5,8.5,N1
17013058,2.4,3.0,2.6,,,,3.0,3.75,6.5,N1
17013059,6.8,,,,3.25,,,,,
17013060,5.6,3.25,,,,,4.25,4.75,,
17013061,4.6,8.25,6.8,,,,7.5,7.5,9.25,N4
17013064,7.8,6.5,5.6,5.75,6.25,,,,,N1
17013065,7.4,9.25,3.8,,,,7.25,9.0,,N1
17013066,,5.75,,,,,6.25,7.75,,
17013067,8.0,,8.0,,,,,9.0,,N1
17013068,7.2,,5.4,,,,,,,N1
17013069,8.2,8.0,,,,,,,,
17013070,2.8,4.75,2.2,,,,2.75,3.5,4.5,N1
17013071,8.0,,,9.0,9.25,,,,,
17013072,,2.75,,,,,4.25,5.0,6.0,
17013073,,1.5,,,,,3.5,5.5,,
17013074,,8.75,,,,,9.25,9.75,,
17013075,7.6,,,4.75,6.0,,,,,
17013076,,9.0,,,,,,,,
17013078,,7.0,,,,,5.0,8.25,9.0,
17013079,8.4,8.5,6.8,,,,,,,N1
17013080,6.6,8.5,4.8,,,,,,,N1
17013081,8.4,,,7.0,6.75,,,,,
17013082,7.2,8.75,6.4,,,,,,,N1
17013083,3.8,8.5,,,,,7.0,,,
17013084,,8.0,,,,,5.75,7.5,,
17013085,6.8,,,3.25,3.75,,,,,
17013086,5.0,,5.6,2.75,,,,,,N1
17013087,8.2,,8.4,8.5,3.25,2.75,,,,N1
17013088,3.0,3.5,,,,,2.5,3.5,,
17013089,7.2,7.0,6.8,,,,,,,N1
17013090,2.6,3.75,,,,,6.25,6.0,,
17013091,,8.0,,,,,7.0,7.0,,
17013092,6.8,9.0,7.8,,,,,,,N1
17013093,8.8,8.25,8.2,,,,,,,N1
17013094,,8.25,,,,,9.5,8.0,8.75,
17013095,8.0,8.75,4.4,,,,,,,N1
17013096,,8.25,,,,,6.5,9.25,2.75,
17013097,,8.75,4.2,,,,6.0,7.5,,N1
17013099,,6.75,,,,,8.0,7.5,6.75,
17013100,3.8,8.0,,,,,8.0,9.75,9.25,
17013101,,5.5,,,,,,,,
17013102,7.6,8.25,7.8,,,,,,,N1
17013103,2.2,5.75,2.2,,,,3.25,5.0,6.75,N1
17013104,7.4,,4.2,3.5,,,,,,N1
17013105,,7.25,,,,,6.5,7.25,,
17013106,8.8,,7.6,7.5,4.5,2.75,,,,N1
17013108,5.4,,,,,,,,,
17013109,,8.75,,,,,9.0,8.0,,
17013110,,5.5,,,,,5.25,6.0,,
17013111,7.0,,6.8,5.75,,,,,,N1
17013112,,3.75,,,,,4.0,4.75,7.0,
17013113,,8.0,,,,,9.75,10.0,,
17013114,8.4,,8.2,8.0,,,,,,N1
17013115,6.2,8.0,7.8,6.5,,,,,,N1
17013116,2.4,7.0,,,,,7.25,8.0,8.75,
17013117,6.4,,,,6.5,5.5,,,,
17013118,7.8,9.0,6.2,,,,7.25,8.25,,N1
17013121,5.0,7.75,7.6,4.0,,,,,,N1
17013122,,6.25,,,,,5.75,6.75,,
17013123,6.6,6.25,,,,,8.5,8.25,,
17013124,,5.75,,,,,4.75,5.0,7.0,
17013125,5.4,,,4.0,3.75,,,,,
17013126,7.8,8.75,7.8,,,,,,,N1
17013127,,5.0,,,,,7.75,8.75,,
17013128,7.4,,,4.0,6.0,,,,,
